send	data	#1,	winSize = 1
recv	ack	#611,	sack	#629
send	data	#630,	winSize = 3
recv	ack	#611,	sack	#630
send	data	#631,	winSize = 3
time	out,	threshold = 1,	winSize = 3
resnd	data	#612,	winSize = 1
recv	ack	#625,	sack	#612
resnd	data	#626,	winSize = 2
resnd	data	#631,	winSize = 2
recv	ack	#625,	sack	#631
send	data	#632,	winSize = 2
recv	ack	#625,	sack	#632
send	data	#633,	winSize = 2
recv	ack	#625,	sack	#625
resnd	data	#626,	winSize = 2
recv	ack	#632,	sack	#626
send	data	#634,	winSize = 2
time	out,	threshold = 1,	winSize = 2
resnd	data	#633,	winSize = 1
recv	ack	#633,	sack	#633
resnd	data	#634,	winSize = 2
send	data	#635,	winSize = 2
recv	ack	#634,	sack	#634
send	data	#636,	winSize = 2
recv	ack	#635,	sack	#635
send	data	#637,	winSize = 3
send	data	#638,	winSize = 3
recv	ack	#635,	sack	#635
recv	ack	#635,	sack	#635
recv	ack	#635,	sack	#638
send	data	#639,	winSize = 3
resnd	data	#636,	winSize = 3
recv	ack	#635,	sack	#639
send	data	#640,	winSize = 3
recv	ack	#636,	sack	#636
send	data	#641,	winSize = 3
recv	ack	#636,	sack	#640
send	data	#642,	winSize = 3
recv	ack	#636,	sack	#642
send	data	#643,	winSize = 3
recv	ack	#636,	sack	#643
send	data	#644,	winSize = 3
time	out,	threshold = 1,	winSize = 3
resnd	data	#637,	winSize = 1
time	out,	threshold = 1,	winSize = 1
resnd	data	#637,	winSize = 1
recv	ack	#640,	sack	#637
resnd	data	#641,	winSize = 2
resnd	data	#644,	winSize = 2
recv	ack	#643,	sack	#641
send	data	#645,	winSize = 2
time	out,	threshold = 1,	winSize = 2
resnd	data	#644,	winSize = 1
recv	ack	#644,	sack	#644
resnd	data	#645,	winSize = 2
send	data	#646,	winSize = 2
recv	ack	#645,	sack	#645
send	data	#647,	winSize = 2
recv	ack	#645,	sack	#645
recv	ack	#645,	sack	#647
send	data	#648,	winSize = 2
recv	ack	#645,	sack	#648
send	data	#649,	winSize = 2
resnd	data	#646,	winSize = 2
recv	ack	#645,	sack	#649
send	data	#650,	winSize = 2
recv	ack	#649,	sack	#646
send	data	#651,	winSize = 3
send	data	#652,	winSize = 3
recv	ack	#650,	sack	#650
send	data	#653,	winSize = 3
recv	ack	#651,	sack	#651
send	data	#654,	winSize = 3
recv	ack	#652,	sack	#652
send	data	#655,	winSize = 4
send	data	#656,	winSize = 4
recv	ack	#653,	sack	#653
send	data	#657,	winSize = 4
recv	ack	#654,	sack	#654
send	data	#658,	winSize = 4
recv	ack	#654,	sack	#656
send	data	#659,	winSize = 4
recv	ack	#654,	sack	#657
send	data	#660,	winSize = 4
recv	ack	#654,	sack	#654
recv	ack	#654,	sack	#659
send	data	#661,	winSize = 4
recv	ack	#654,	sack	#660
send	data	#662,	winSize = 4
recv	ack	#654,	sack	#661
send	data	#663,	winSize = 4
recv	ack	#654,	sack	#662
send	data	#664,	winSize = 4
recv	ack	#654,	sack	#663
send	data	#665,	winSize = 4
recv	ack	#654,	sack	#654
recv	ack	#654,	sack	#665
send	data	#666,	winSize = 4
recv	ack	#654,	sack	#666
send	data	#667,	winSize = 4
recv	ack	#654,	sack	#667
send	data	#668,	winSize = 4
recv	ack	#654,	sack	#668
send	data	#669,	winSize = 4
recv	ack	#654,	sack	#654
time	out,	threshold = 1,	winSize = 4
resnd	data	#655,	winSize = 1
recv	ack	#657,	sack	#655
resnd	data	#658,	winSize = 2
resnd	data	#664,	winSize = 2
recv	ack	#663,	sack	#658
resnd	data	#669,	winSize = 2
recv	ack	#668,	sack	#664
send	data	#670,	winSize = 3
send	data	#671,	winSize = 3
recv	ack	#669,	sack	#669
send	data	#672,	winSize = 3
recv	ack	#670,	sack	#670
send	data	#673,	winSize = 3
recv	ack	#671,	sack	#671
send	data	#674,	winSize = 4
send	data	#675,	winSize = 4
recv	ack	#672,	sack	#672
send	data	#676,	winSize = 4
recv	ack	#672,	sack	#672
recv	ack	#672,	sack	#674
send	data	#677,	winSize = 4
recv	ack	#672,	sack	#675
send	data	#678,	winSize = 4
resnd	data	#673,	winSize = 4
recv	ack	#672,	sack	#676
send	data	#679,	winSize = 4
recv	ack	#672,	sack	#672
recv	ack	#676,	sack	#673
send	data	#680,	winSize = 4
recv	ack	#676,	sack	#679
send	data	#681,	winSize = 4
recv	ack	#676,	sack	#676
recv	ack	#676,	sack	#681
send	data	#682,	winSize = 4
recv	ack	#676,	sack	#676
time	out,	threshold = 2,	winSize = 4
resnd	data	#677,	winSize = 1
recv	ack	#676,	sack	#676
time	out,	threshold = 2,	winSize = 1
resnd	data	#677,	winSize = 1
recv	ack	#677,	sack	#677
resnd	data	#678,	winSize = 2
resnd	data	#680,	winSize = 2
recv	ack	#679,	sack	#678
resnd	data	#682,	winSize = 2
recv	ack	#681,	sack	#680
send	data	#683,	winSize = 3
send	data	#684,	winSize = 3
recv	ack	#682,	sack	#682
send	data	#685,	winSize = 3
recv	ack	#683,	sack	#683
send	data	#686,	winSize = 3
recv	ack	#684,	sack	#684
send	data	#687,	winSize = 4
send	data	#688,	winSize = 4
recv	ack	#684,	sack	#684
recv	ack	#684,	sack	#687
send	data	#689,	winSize = 4
recv	ack	#684,	sack	#688
send	data	#690,	winSize = 4
resnd	data	#685,	winSize = 4
recv	ack	#684,	sack	#684
recv	ack	#684,	sack	#684
recv	ack	#685,	sack	#685
send	data	#691,	winSize = 4
recv	ack	#685,	sack	#691
send	data	#692,	winSize = 4
recv	ack	#685,	sack	#685
time	out,	threshold = 1,	winSize = 4
resnd	data	#686,	winSize = 1
recv	ack	#688,	sack	#686
resnd	data	#689,	winSize = 2
resnd	data	#690,	winSize = 2
recv	ack	#689,	sack	#689
resnd	data	#692,	winSize = 2
recv	ack	#691,	sack	#690
send	data	#693,	winSize = 3
send	data	#694,	winSize = 3
recv	ack	#691,	sack	#691
recv	ack	#691,	sack	#694
send	data	#695,	winSize = 3
recv	ack	#691,	sack	#695
send	data	#696,	winSize = 3
resnd	data	#692,	winSize = 3
recv	ack	#691,	sack	#696
send	data	#697,	winSize = 3
recv	ack	#692,	sack	#692
send	data	#698,	winSize = 3
recv	ack	#692,	sack	#697
send	data	#699,	winSize = 3
recv	ack	#692,	sack	#698
send	data	#700,	winSize = 3
recv	ack	#692,	sack	#699
send	data	#701,	winSize = 3
recv	ack	#692,	sack	#700
send	data	#702,	winSize = 3
recv	ack	#692,	sack	#701
send	data	#703,	winSize = 3
recv	ack	#692,	sack	#702
send	data	#704,	winSize = 3
recv	ack	#692,	sack	#703
send	data	#705,	winSize = 3
recv	ack	#692,	sack	#704
send	data	#706,	winSize = 3
recv	ack	#692,	sack	#692
recv	ack	#692,	sack	#706
send	data	#707,	winSize = 3
time	out,	threshold = 2,	winSize = 3
resnd	data	#693,	winSize = 1
recv	ack	#704,	sack	#693
resnd	data	#705,	winSize = 2
resnd	data	#707,	winSize = 2
recv	ack	#706,	sack	#705
send	data	#708,	winSize = 2
recv	ack	#707,	sack	#707
send	data	#709,	winSize = 3
send	data	#710,	winSize = 3
recv	ack	#708,	sack	#708
send	data	#711,	winSize = 3
recv	ack	#708,	sack	#708
recv	ack	#708,	sack	#710
send	data	#712,	winSize = 3
time	out,	threshold = 1,	winSize = 3
resnd	data	#709,	winSize = 1
recv	ack	#710,	sack	#709
resnd	data	#711,	winSize = 2
resnd	data	#712,	winSize = 2
recv	ack	#711,	sack	#711
send	data	#713,	winSize = 2
recv	ack	#712,	sack	#712
send	data	#714,	winSize = 3
send	data	#715,	winSize = 3
recv	ack	#713,	sack	#713
send	data	#716,	winSize = 3
recv	ack	#714,	sack	#714
send	data	#717,	winSize = 3
recv	ack	#714,	sack	#716
send	data	#718,	winSize = 3
recv	ack	#714,	sack	#717
send	data	#719,	winSize = 3
recv	ack	#714,	sack	#718
send	data	#720,	winSize = 3
resnd	data	#715,	winSize = 3
recv	ack	#714,	sack	#719
send	data	#721,	winSize = 3
recv	ack	#714,	sack	#720
send	data	#722,	winSize = 3
recv	ack	#720,	sack	#715
send	data	#723,	winSize = 4
send	data	#724,	winSize = 4
recv	ack	#721,	sack	#721
send	data	#725,	winSize = 4
recv	ack	#722,	sack	#722
send	data	#726,	winSize = 4
recv	ack	#723,	sack	#723
send	data	#727,	winSize = 4
recv	ack	#724,	sack	#724
send	data	#728,	winSize = 5
send	data	#729,	winSize = 5
recv	ack	#725,	sack	#725
send	data	#730,	winSize = 5
recv	ack	#726,	sack	#726
send	data	#731,	winSize = 5
recv	ack	#727,	sack	#727
send	data	#732,	winSize = 5
recv	ack	#728,	sack	#728
send	data	#733,	winSize = 5
recv	ack	#728,	sack	#730
send	data	#734,	winSize = 5
recv	ack	#728,	sack	#731
send	data	#735,	winSize = 5
recv	ack	#728,	sack	#728
recv	ack	#728,	sack	#734
send	data	#736,	winSize = 5
recv	ack	#728,	sack	#736
send	data	#737,	winSize = 5
recv	ack	#728,	sack	#737
send	data	#738,	winSize = 5
recv	ack	#728,	sack	#738
send	data	#739,	winSize = 5
recv	ack	#728,	sack	#728
time	out,	threshold = 1,	winSize = 5
resnd	data	#729,	winSize = 1
time	out,	threshold = 2,	winSize = 1
resnd	data	#729,	winSize = 1
recv	ack	#731,	sack	#729
resnd	data	#732,	winSize = 2
resnd	data	#733,	winSize = 2
recv	ack	#731,	sack	#733
resnd	data	#735,	winSize = 2
recv	ack	#731,	sack	#735
resnd	data	#739,	winSize = 2
recv	ack	#731,	sack	#739
send	data	#740,	winSize = 2
resnd	data	#732,	winSize = 2
recv	ack	#731,	sack	#740
send	data	#741,	winSize = 2
recv	ack	#731,	sack	#741
send	data	#742,	winSize = 2
recv	ack	#731,	sack	#742
send	data	#743,	winSize = 2
recv	ack	#731,	sack	#743
send	data	#744,	winSize = 2
recv	ack	#731,	sack	#744
send	data	#745,	winSize = 2
recv	ack	#731,	sack	#745
send	data	#746,	winSize = 2
recv	ack	#731,	sack	#746
send	data	#747,	winSize = 2
recv	ack	#731,	sack	#747
send	data	#748,	winSize = 2
recv	ack	#731,	sack	#748
send	data	#749,	winSize = 2
recv	ack	#731,	sack	#749
send	data	#750,	winSize = 2
time	out,	threshold = 1,	winSize = 2
resnd	data	#732,	winSize = 1
time	out,	threshold = 1,	winSize = 1
resnd	data	#732,	winSize = 1
recv	ack	#749,	sack	#732
resnd	data	#750,	winSize = 2
send	data	#751,	winSize = 2
recv	ack	#750,	sack	#750
send	data	#752,	winSize = 2
recv	ack	#751,	sack	#751
send	data	#753,	winSize = 3
send	data	#754,	winSize = 3
recv	ack	#751,	sack	#751
recv	ack	#751,	sack	#753
send	data	#755,	winSize = 3
recv	ack	#751,	sack	#754
send	data	#756,	winSize = 3
resnd	data	#752,	winSize = 3
recv	ack	#751,	sack	#755
send	data	#757,	winSize = 3
recv	ack	#751,	sack	#756
send	data	#758,	winSize = 3
recv	ack	#756,	sack	#752
send	data	#759,	winSize = 3
recv	ack	#757,	sack	#757
send	data	#760,	winSize = 3
recv	ack	#758,	sack	#758
send	data	#761,	winSize = 4
send	data	#762,	winSize = 4
recv	ack	#759,	sack	#759
send	data	#763,	winSize = 4
recv	ack	#760,	sack	#760
send	data	#764,	winSize = 4
recv	ack	#761,	sack	#761
send	data	#765,	winSize = 4
recv	ack	#762,	sack	#762
send	data	#766,	winSize = 5
send	data	#767,	winSize = 5
recv	ack	#762,	sack	#764
send	data	#768,	winSize = 5
recv	ack	#762,	sack	#766
send	data	#769,	winSize = 5
recv	ack	#762,	sack	#767
send	data	#770,	winSize = 5
recv	ack	#762,	sack	#762
recv	ack	#762,	sack	#762
recv	ack	#762,	sack	#762
time	out,	threshold = 1,	winSize = 5
resnd	data	#763,	winSize = 1
recv	ack	#764,	sack	#763
resnd	data	#765,	winSize = 2
resnd	data	#768,	winSize = 2
recv	ack	#764,	sack	#764
recv	ack	#764,	sack	#764
time	out,	threshold = 2,	winSize = 2
resnd	data	#765,	winSize = 1
recv	ack	#767,	sack	#765
resnd	data	#768,	winSize = 2
resnd	data	#769,	winSize = 2
recv	ack	#767,	sack	#767
time	out,	threshold = 1,	winSize = 2
resnd	data	#768,	winSize = 1
time	out,	threshold = 1,	winSize = 1
resnd	data	#768,	winSize = 1
recv	ack	#768,	sack	#768
resnd	data	#769,	winSize = 2
resnd	data	#770,	winSize = 2
recv	ack	#769,	sack	#769
send	data	#771,	winSize = 2
time	out,	threshold = 1,	winSize = 2
resnd	data	#770,	winSize = 1
recv	ack	#770,	sack	#770
resnd	data	#771,	winSize = 2
send	data	#772,	winSize = 2
recv	ack	#771,	sack	#771
send	data	#773,	winSize = 2
recv	ack	#772,	sack	#772
send	data	#774,	winSize = 3
send	data	#775,	winSize = 3
recv	ack	#773,	sack	#773
send	data	#776,	winSize = 3
recv	ack	#774,	sack	#774
send	data	#777,	winSize = 3
recv	ack	#775,	sack	#775
send	data	#778,	winSize = 4
send	data	#779,	winSize = 4
recv	ack	#776,	sack	#776
send	data	#780,	winSize = 4
recv	ack	#776,	sack	#778
send	data	#781,	winSize = 4
recv	ack	#776,	sack	#779
send	data	#782,	winSize = 4
recv	ack	#776,	sack	#781
send	data	#783,	winSize = 4
resnd	data	#777,	winSize = 4
recv	ack	#776,	sack	#782
send	data	#784,	winSize = 4
recv	ack	#776,	sack	#783
send	data	#785,	winSize = 4
recv	ack	#779,	sack	#777
send	data	#786,	winSize = 4
recv	ack	#779,	sack	#784
send	data	#787,	winSize = 4
recv	ack	#779,	sack	#785
send	data	#788,	winSize = 4
recv	ack	#779,	sack	#779
recv	ack	#779,	sack	#787
send	data	#789,	winSize = 4
recv	ack	#779,	sack	#788
send	data	#790,	winSize = 4
recv	ack	#779,	sack	#789
send	data	#791,	winSize = 4
recv	ack	#779,	sack	#790
send	data	#792,	winSize = 4
recv	ack	#779,	sack	#791
send	data	#793,	winSize = 4
recv	ack	#779,	sack	#792
send	data	#794,	winSize = 4
time	out,	threshold = 1,	winSize = 4
resnd	data	#780,	winSize = 1
recv	ack	#785,	sack	#780
resnd	data	#786,	winSize = 2
resnd	data	#793,	winSize = 2
recv	ack	#792,	sack	#786
resnd	data	#794,	winSize = 2
recv	ack	#793,	sack	#793
send	data	#795,	winSize = 3
send	data	#796,	winSize = 3
recv	ack	#793,	sack	#793
recv	ack	#793,	sack	#793
recv	ack	#793,	sack	#796
send	data	#797,	winSize = 3
resnd	data	#794,	winSize = 3
recv	ack	#793,	sack	#797
send	data	#798,	winSize = 3
recv	ack	#794,	sack	#794
send	data	#799,	winSize = 3
recv	ack	#794,	sack	#798
send	data	#800,	winSize = 3
recv	ack	#794,	sack	#799
send	data	#801,	winSize = 3
recv	ack	#794,	sack	#794
recv	ack	#794,	sack	#801
send	data	#802,	winSize = 3
recv	ack	#794,	sack	#802
send	data	#803,	winSize = 3
recv	ack	#794,	sack	#803
send	data	#804,	winSize = 3
recv	ack	#794,	sack	#804
send	data	#805,	winSize = 3
recv	ack	#794,	sack	#805
send	data	#806,	winSize = 3
recv	ack	#794,	sack	#806
send	data	#807,	winSize = 3
time	out,	threshold = 2,	winSize = 3
resnd	data	#795,	winSize = 1
recv	ack	#799,	sack	#795
resnd	data	#800,	winSize = 2
resnd	data	#807,	winSize = 2
recv	ack	#806,	sack	#800
send	data	#808,	winSize = 2
recv	ack	#806,	sack	#808
send	data	#809,	winSize = 2
recv	ack	#806,	sack	#809
send	data	#810,	winSize = 2
recv	ack	#806,	sack	#810
send	data	#811,	winSize = 2
resnd	data	#807,	winSize = 2
recv	ack	#806,	sack	#811
send	data	#812,	winSize = 2
recv	ack	#811,	sack	#807
send	data	#813,	winSize = 3
send	data	#814,	winSize = 3
recv	ack	#812,	sack	#812
send	data	#815,	winSize = 3
recv	ack	#813,	sack	#813
send	data	#816,	winSize = 3
recv	ack	#814,	sack	#814
send	data	#817,	winSize = 4
send	data	#818,	winSize = 4
recv	ack	#814,	sack	#816
send	data	#819,	winSize = 4
recv	ack	#814,	sack	#817
send	data	#820,	winSize = 4
recv	ack	#814,	sack	#818
send	data	#821,	winSize = 4
recv	ack	#814,	sack	#819
send	data	#822,	winSize = 4
recv	ack	#814,	sack	#822
send	data	#823,	winSize = 4
recv	ack	#814,	sack	#823
send	data	#824,	winSize = 4
time	out,	threshold = 1,	winSize = 4
resnd	data	#815,	winSize = 1
recv	ack	#819,	sack	#815
resnd	data	#820,	winSize = 2
resnd	data	#821,	winSize = 2
recv	ack	#820,	sack	#820
resnd	data	#824,	winSize = 2
recv	ack	#823,	sack	#821
send	data	#825,	winSize = 3
send	data	#826,	winSize = 3
recv	ack	#824,	sack	#824
send	data	#827,	winSize = 3
recv	ack	#825,	sack	#825
send	data	#828,	winSize = 3
recv	ack	#826,	sack	#826
send	data	#829,	winSize = 4
send	data	#830,	winSize = 4
recv	ack	#826,	sack	#826
time	out,	threshold = 2,	winSize = 4
resnd	data	#827,	winSize = 1
recv	ack	#827,	sack	#827
resnd	data	#828,	winSize = 2
resnd	data	#829,	winSize = 2
recv	ack	#828,	sack	#828
resnd	data	#830,	winSize = 2
recv	ack	#829,	sack	#829
send	data	#831,	winSize = 3
send	data	#832,	winSize = 3
recv	ack	#830,	sack	#830
send	data	#833,	winSize = 3
recv	ack	#831,	sack	#831
send	data	#834,	winSize = 3
recv	ack	#832,	sack	#832
send	data	#835,	winSize = 4
send	data	#836,	winSize = 4
recv	ack	#832,	sack	#834
send	data	#837,	winSize = 4
recv	ack	#832,	sack	#832
time	out,	threshold = 2,	winSize = 4
resnd	data	#833,	winSize = 1
recv	ack	#834,	sack	#833
resnd	data	#835,	winSize = 2
resnd	data	#836,	winSize = 2
recv	ack	#835,	sack	#835
resnd	data	#837,	winSize = 2
recv	ack	#836,	sack	#836
send	data	#838,	winSize = 3
send	data	#839,	winSize = 3
recv	ack	#837,	sack	#837
send	data	#840,	winSize = 3
recv	ack	#837,	sack	#837
recv	ack	#837,	sack	#840
send	data	#841,	winSize = 3
recv	ack	#837,	sack	#841
send	data	#842,	winSize = 3
resnd	data	#838,	winSize = 3
recv	ack	#837,	sack	#842
send	data	#843,	winSize = 3
recv	ack	#838,	sack	#838
send	data	#844,	winSize = 3
recv	ack	#838,	sack	#843
send	data	#845,	winSize = 3
recv	ack	#838,	sack	#845
send	data	#846,	winSize = 3
recv	ack	#838,	sack	#838
time	out,	threshold = 2,	winSize = 3
resnd	data	#839,	winSize = 1
recv	ack	#843,	sack	#839
resnd	data	#844,	winSize = 2
resnd	data	#846,	winSize = 2
recv	ack	#845,	sack	#844
send	data	#847,	winSize = 2
recv	ack	#846,	sack	#846
send	data	#848,	winSize = 3
send	data	#849,	winSize = 3
recv	ack	#847,	sack	#847
send	data	#850,	winSize = 3
recv	ack	#848,	sack	#848
send	data	#851,	winSize = 3
recv	ack	#848,	sack	#850
send	data	#852,	winSize = 3
recv	ack	#848,	sack	#851
send	data	#853,	winSize = 3
recv	ack	#848,	sack	#853
send	data	#854,	winSize = 3
resnd	data	#849,	winSize = 3
recv	ack	#848,	sack	#854
send	data	#855,	winSize = 3
recv	ack	#848,	sack	#855
send	data	#856,	winSize = 3
time	out,	threshold = 1,	winSize = 3
resnd	data	#849,	winSize = 1
recv	ack	#851,	sack	#849
resnd	data	#852,	winSize = 2
resnd	data	#856,	winSize = 2
recv	ack	#855,	sack	#852
send	data	#857,	winSize = 2
recv	ack	#856,	sack	#856
send	data	#858,	winSize = 3
send	data	#859,	winSize = 3
recv	ack	#857,	sack	#857
send	data	#860,	winSize = 3
recv	ack	#858,	sack	#858
send	data	#861,	winSize = 3
recv	ack	#859,	sack	#859
send	data	#862,	winSize = 4
send	data	#863,	winSize = 4
recv	ack	#859,	sack	#861
send	data	#864,	winSize = 4
recv	ack	#859,	sack	#862
send	data	#865,	winSize = 4
recv	ack	#859,	sack	#863
send	data	#866,	winSize = 4
resnd	data	#860,	winSize = 4
recv	ack	#859,	sack	#864
send	data	#867,	winSize = 4
recv	ack	#864,	sack	#860
send	data	#868,	winSize = 4
recv	ack	#864,	sack	#867
send	data	#869,	winSize = 4
recv	ack	#864,	sack	#864
recv	ack	#864,	sack	#869
send	data	#870,	winSize = 4
recv	ack	#864,	sack	#870
send	data	#871,	winSize = 4
recv	ack	#864,	sack	#871
send	data	#872,	winSize = 4
recv	ack	#864,	sack	#872
send	data	#873,	winSize = 4
recv	ack	#864,	sack	#873
send	data	#874,	winSize = 4
recv	ack	#864,	sack	#874
send	data	#875,	winSize = 4
time	out,	threshold = 1,	winSize = 4
resnd	data	#865,	winSize = 1
recv	ack	#865,	sack	#865
resnd	data	#866,	winSize = 2
resnd	data	#868,	winSize = 2
recv	ack	#867,	sack	#866
resnd	data	#875,	winSize = 2
recv	ack	#874,	sack	#868
send	data	#876,	winSize = 3
send	data	#877,	winSize = 3
recv	ack	#875,	sack	#875
send	data	#878,	winSize = 3
recv	ack	#876,	sack	#876
send	data	#879,	winSize = 3
recv	ack	#877,	sack	#877
send	data	#880,	winSize = 4
send	data	#881,	winSize = 4
recv	ack	#877,	sack	#879
send	data	#882,	winSize = 4
recv	ack	#877,	sack	#880
send	data	#883,	winSize = 4
recv	ack	#877,	sack	#877
resnd	data	#878,	winSize = 4
recv	ack	#877,	sack	#882
send	data	#884,	winSize = 4
recv	ack	#877,	sack	#877
recv	ack	#880,	sack	#878
send	data	#885,	winSize = 4
recv	ack	#880,	sack	#884
send	data	#886,	winSize = 4
recv	ack	#880,	sack	#880
recv	ack	#880,	sack	#886
send	data	#887,	winSize = 4
recv	ack	#880,	sack	#887
send	data	#888,	winSize = 4
recv	ack	#880,	sack	#888
send	data	#889,	winSize = 4
recv	ack	#880,	sack	#889
send	data	#890,	winSize = 4
recv	ack	#880,	sack	#890
send	data	#891,	winSize = 4
time	out,	threshold = 2,	winSize = 4
resnd	data	#881,	winSize = 1
recv	ack	#882,	sack	#881
resnd	data	#883,	winSize = 2
resnd	data	#885,	winSize = 2
recv	ack	#884,	sack	#883
resnd	data	#891,	winSize = 2
recv	ack	#890,	sack	#885
send	data	#892,	winSize = 3
send	data	#893,	winSize = 3
recv	ack	#890,	sack	#890
recv	ack	#890,	sack	#890
time	out,	threshold = 2,	winSize = 3
resnd	data	#891,	winSize = 1
recv	ack	#891,	sack	#891
resnd	data	#892,	winSize = 2
resnd	data	#893,	winSize = 2
recv	ack	#891,	sack	#891
recv	ack	#891,	sack	#893
send	data	#894,	winSize = 2
recv	ack	#891,	sack	#894
send	data	#895,	winSize = 2
resnd	data	#892,	winSize = 2
recv	ack	#891,	sack	#895
send	data	#896,	winSize = 2
recv	ack	#895,	sack	#892
send	data	#897,	winSize = 2
recv	ack	#896,	sack	#896
send	data	#898,	winSize = 3
send	data	#899,	winSize = 3
recv	ack	#897,	sack	#897
send	data	#900,	winSize = 3
recv	ack	#898,	sack	#898
send	data	#901,	winSize = 3
recv	ack	#898,	sack	#898
recv	ack	#898,	sack	#900
send	data	#902,	winSize = 3
recv	ack	#898,	sack	#902
send	data	#903,	winSize = 3
recv	ack	#898,	sack	#898
time	out,	threshold = 1,	winSize = 3
resnd	data	#899,	winSize = 1
recv	ack	#900,	sack	#899
resnd	data	#901,	winSize = 2
resnd	data	#903,	winSize = 2
recv	ack	#902,	sack	#901
send	data	#904,	winSize = 2
recv	ack	#903,	sack	#903
send	data	#905,	winSize = 3
send	data	#906,	winSize = 3
recv	ack	#904,	sack	#904
send	data	#907,	winSize = 3
recv	ack	#905,	sack	#905
send	data	#908,	winSize = 3
recv	ack	#905,	sack	#907
send	data	#909,	winSize = 3
recv	ack	#905,	sack	#908
send	data	#910,	winSize = 3
recv	ack	#905,	sack	#909
send	data	#911,	winSize = 3
resnd	data	#906,	winSize = 3
recv	ack	#905,	sack	#910
send	data	#912,	winSize = 3
recv	ack	#905,	sack	#911
send	data	#913,	winSize = 3
recv	ack	#905,	sack	#912
send	data	#914,	winSize = 3
recv	ack	#905,	sack	#913
send	data	#915,	winSize = 3
recv	ack	#905,	sack	#915
send	data	#916,	winSize = 3
recv	ack	#905,	sack	#916
send	data	#917,	winSize = 3
recv	ack	#905,	sack	#917
send	data	#918,	winSize = 3
recv	ack	#905,	sack	#918
send	data	#919,	winSize = 3
recv	ack	#905,	sack	#919
send	data	#920,	winSize = 3
recv	ack	#905,	sack	#905
time	out,	threshold = 1,	winSize = 3
resnd	data	#906,	winSize = 1
recv	ack	#913,	sack	#906
resnd	data	#914,	winSize = 2
resnd	data	#920,	winSize = 2
recv	ack	#919,	sack	#914
send	data	#921,	winSize = 2
recv	ack	#920,	sack	#920
send	data	#922,	winSize = 3
send	data	#923,	winSize = 3
recv	ack	#921,	sack	#921
send	data	#924,	winSize = 3
recv	ack	#922,	sack	#922
send	data	#925,	winSize = 3
recv	ack	#923,	sack	#923
send	data	#926,	winSize = 4
send	data	#927,	winSize = 4
recv	ack	#924,	sack	#924
send	data	#928,	winSize = 4
recv	ack	#925,	sack	#925
send	data	#929,	winSize = 4
recv	ack	#926,	sack	#926
send	data	#930,	winSize = 4
recv	ack	#926,	sack	#926
recv	ack	#926,	sack	#928
send	data	#931,	winSize = 4
recv	ack	#926,	sack	#926
resnd	data	#927,	winSize = 4
recv	ack	#926,	sack	#930
send	data	#932,	winSize = 4
recv	ack	#926,	sack	#931
send	data	#933,	winSize = 4
recv	ack	#926,	sack	#926
recv	ack	#926,	sack	#932
send	data	#934,	winSize = 4
recv	ack	#926,	sack	#933
send	data	#935,	winSize = 4
recv	ack	#926,	sack	#926
recv	ack	#926,	sack	#935
send	data	#936,	winSize = 4
time	out,	threshold = 1,	winSize = 4
resnd	data	#927,	winSize = 1
recv	ack	#928,	sack	#927
resnd	data	#929,	winSize = 2
resnd	data	#934,	winSize = 2
recv	ack	#928,	sack	#934
resnd	data	#936,	winSize = 2
recv	ack	#928,	sack	#936
send	data	#937,	winSize = 2
recv	ack	#928,	sack	#937
send	data	#938,	winSize = 2
resnd	data	#929,	winSize = 2
recv	ack	#937,	sack	#929
send	data	#939,	winSize = 2
recv	ack	#937,	sack	#937
time	out,	threshold = 2,	winSize = 2
resnd	data	#938,	winSize = 1
recv	ack	#938,	sack	#938
resnd	data	#939,	winSize = 2
send	data	#940,	winSize = 2
recv	ack	#939,	sack	#939
send	data	#941,	winSize = 2
recv	ack	#940,	sack	#940
send	data	#942,	winSize = 3
send	data	#943,	winSize = 3
recv	ack	#941,	sack	#941
send	data	#944,	winSize = 3
recv	ack	#942,	sack	#942
send	data	#945,	winSize = 3
recv	ack	#943,	sack	#943
send	data	#946,	winSize = 4
send	data	#947,	winSize = 4
recv	ack	#943,	sack	#943
recv	ack	#943,	sack	#945
send	data	#948,	winSize = 4
recv	ack	#943,	sack	#943
resnd	data	#944,	winSize = 4
recv	ack	#943,	sack	#947
send	data	#949,	winSize = 4
recv	ack	#943,	sack	#943
recv	ack	#943,	sack	#949
send	data	#950,	winSize = 4
recv	ack	#943,	sack	#950
send	data	#951,	winSize = 4
time	out,	threshold = 1,	winSize = 4
resnd	data	#944,	winSize = 1
recv	ack	#945,	sack	#944
resnd	data	#946,	winSize = 2
resnd	data	#948,	winSize = 2
recv	ack	#947,	sack	#946
resnd	data	#951,	winSize = 2
recv	ack	#950,	sack	#948
send	data	#952,	winSize = 3
send	data	#953,	winSize = 3
recv	ack	#951,	sack	#951
send	data	#954,	winSize = 3
recv	ack	#952,	sack	#952
send	data	#955,	winSize = 3
recv	ack	#952,	sack	#954
send	data	#956,	winSize = 3
recv	ack	#952,	sack	#955
send	data	#957,	winSize = 3
recv	ack	#952,	sack	#956
send	data	#958,	winSize = 3
resnd	data	#953,	winSize = 3
recv	ack	#952,	sack	#957
send	data	#959,	winSize = 3
recv	ack	#957,	sack	#953
send	data	#960,	winSize = 4
send	data	#961,	winSize = 4
recv	ack	#957,	sack	#959
